1696134894.6381578,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696134894.6381578,"SRGAN","Samir Mitha",0,15
1696134894.6381578,"URL Shortener","Dionysios Balasis",1,5
1696134894.6381578,"PMC Paper Analysis V1","Bruce Liu",1,41
1696134894.6381578,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696134894.6381578,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696134894.6381578,"Speech Recognition","Paul Duan",0,3
1696134894.6381578,"Tesseract OCR","Paul Duan",3,17
1696134894.6381578,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696134894.6381578,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696134894.6381578,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696134894.6381578,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696156510.036337,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696156510.036337,"PDF Splitter","Raymond Qu",1,4
1696156510.036337,"IHC Nuclear Counter","Jesse Provost",1,17
1696156510.036337,"Speech Recognition","Paul Duan",0,3
1696156510.036337,"PMC Paper Analysis V1","Bruce Liu",1,41
1696156510.036337,"Random Password Generator","Dionysios Balasis",0,4
1696156510.036337,"Paint Transformer","Peter Duan",1,68
1696156510.036337,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696156510.036337,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696156510.036337,"Image to PDF Converter","Dionysios Balasis",0,21
1696156510.036337,"Histogram Equalization","Dionysios Balasis",4,141
1696156510.036337,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696156510.036337,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696156510.036337,"AI Art Generator","Rick Sugden",4,261
1696156510.036337,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696156510.036337,"QR Code Generator","Dionysios Balasis",2,17
1696156510.036337,"Real-ESRGAN","Samir Mitha",2,26
1696156510.036337,"Single-sample T-Test","Kimia Mofid",0,7
1696156510.036337,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696156510.036337,"Music Generator (text only)","Peter Duan",3,40
1696156510.036337,"PUBMED Paper Scraper","Bruce Liu",2,19
1696156510.036337,"Watermark PDF","Paul Duan",2,14
1696156510.036337,"facial recognition training","Peter Duan",1,10
1696156510.036337,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696156510.036337,"PDF Merger","Oumaima Essamadi",0,30
1696156510.036337,"Venn Gene","Bruce Liu",0,4
1696156510.036337,"Image Classification","Kevin Faust",2,43
1696156510.036337,"Voice Cloning","Paul Duan",2,21
1696156510.036337,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696156510.036337,"Latex OCR","Paul Duan",0,2
1696156510.036337,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696156510.036337,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696156510.036337,"Music Generator (melody + text)","Peter Duan",1,11
1696156510.036337,"Customized Venn2 1.0","Bruce Liu",1,8
1696156510.036337,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696156510.036337,"URL Shortener","Dionysios Balasis",1,5
1696156510.036337,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696156510.036337,"LaTeX2SVG","Peter Duan",3,15
1696156510.036337,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696156510.036337,"facial recognition testing","Peter Duan",1,18
1696156510.036337,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696156510.036337,"SRGAN","Samir Mitha",0,15
1696156510.036337,"PUBMED X CSE Citation","Bruce Liu",1,13
1696156510.036337,"Tesseract OCR","Paul Duan",3,17
1696156510.036337,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696156510.036337,"Voice Conversion","Paul Duan",0,14
1696178158.8718355,"Single-sample T-Test","Kimia Mofid",0,7
1696178158.8718355,"PUBMED X CSE Citation","Bruce Liu",1,13
1696178158.8718355,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696178158.8718355,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696178158.8718355,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696178158.8718355,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696178158.8718355,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696178158.8718355,"Paint Transformer","Peter Duan",1,68
1696178158.8718355,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696178158.8718355,"Customized Venn2 1.0","Bruce Liu",1,8
1696178158.8718355,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696178158.8718355,"IHC Nuclear Counter","Jesse Provost",1,17
1696178158.8718355,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696178158.8718355,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696178158.8718355,"Histogram Equalization","Dionysios Balasis",4,141
1696178158.8718355,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696178158.8718355,"Tesseract OCR","Paul Duan",3,17
1696178158.8718355,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696178158.8718355,"PDF Merger","Oumaima Essamadi",0,30
1696178158.8718355,"Music Generator (text only)","Peter Duan",3,40
1696178158.8718355,"Image to PDF Converter","Dionysios Balasis",0,21
1696178158.8718355,"Watermark PDF","Paul Duan",2,14
1696178158.8718355,"Random Password Generator","Dionysios Balasis",0,4
1696178158.8718355,"URL Shortener","Dionysios Balasis",1,5
1696178158.8718355,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696178158.8718355,"Latex OCR","Paul Duan",0,2
1696178158.8718355,"PUBMED Paper Scraper","Bruce Liu",2,19
1696178158.8718355,"Image Classification","Kevin Faust",2,43
1696178158.8718355,"facial recognition training","Peter Duan",1,10
1696178158.8718355,"facial recognition testing","Peter Duan",1,18
1696178158.8718355,"AI Art Generator","Rick Sugden",4,261
1696178158.8718355,"QR Code Generator","Dionysios Balasis",2,17
1696178158.8718355,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696178158.8718355,"Speech Recognition","Paul Duan",0,3
1696178158.8718355,"Voice Conversion","Paul Duan",0,14
1696178158.8718355,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696178158.8718355,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696178158.8718355,"LaTeX2SVG","Peter Duan",3,15
1696178158.8718355,"PDF Splitter","Raymond Qu",1,4
1696178158.8718355,"Venn Gene","Bruce Liu",0,4
1696178158.8718355,"PMC Paper Analysis V1","Bruce Liu",1,41
1696178158.8718355,"Real-ESRGAN","Samir Mitha",2,26
1696178158.8718355,"Voice Cloning","Paul Duan",2,21
1696178158.8718355,"SRGAN","Samir Mitha",0,15
1696178158.8718355,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696178158.8718355,"Music Generator (melody + text)","Peter Duan",1,11
1696199709.5143473,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696199709.5143473,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696199709.5143473,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696199709.5143473,"AI Art Generator","Rick Sugden",4,261
1696199709.5143473,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696199709.5143473,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696199709.5143473,"Artistic QR Code","Peter Duan",1,23
1696199709.5143473,"Voice Cloning","Paul Duan",2,21
1696199709.5143473,"PDF Splitter","Raymond Qu",1,4
1696199709.5143473,"Histogram Equalization","Dionysios Balasis",4,141
1696199709.5143473,"Speech Recognition","Paul Duan",0,3
1696199709.5143473,"PMC Paper Analysis V1","Bruce Liu",1,41
1696199709.5143473,"SRGAN","Samir Mitha",0,15
1696199709.5143473,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696199709.5143473,"IHC Nuclear Counter","Jesse Provost",1,17
1696199709.5143473,"Watermark PDF","Paul Duan",2,14
1696199709.5143473,"Music Generator (melody + text)","Peter Duan",1,11
1696199709.5143473,"Latex OCR","Paul Duan",0,2
1696199709.5143473,"Voice Conversion","Paul Duan",0,14
1696199709.5143473,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696199709.5143473,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696199709.5143473,"Venn Gene","Bruce Liu",0,4
1696199709.5143473,"QR Code Generator","Dionysios Balasis",2,17
1696199709.5143473,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696199709.5143473,"LaTeX2SVG","Peter Duan",3,15
1696199709.5143473,"PUBMED X CSE Citation","Bruce Liu",1,13
1696199709.5143473,"PUBMED Paper Scraper","Bruce Liu",2,19
1696199709.5143473,"Paint Transformer","Peter Duan",1,68
1696199709.5143473,"facial recognition training","Peter Duan",1,10
1696199709.5143473,"facial recognition testing","Peter Duan",1,18
1696199709.5143473,"Customized Venn2 1.0","Bruce Liu",1,8
1696199709.5143473,"Image to PDF Converter","Dionysios Balasis",0,21
1696199709.5143473,"Single-sample T-Test","Kimia Mofid",0,7
1696199709.5143473,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696199709.5143473,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696199709.5143473,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696199709.5143473,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696199709.5143473,"Tesseract OCR","Paul Duan",3,17
1696199709.5143473,"Real-ESRGAN","Samir Mitha",2,26
1696199709.5143473,"PDF Merger","Oumaima Essamadi",0,30
1696199709.5143473,"Music Generator (text only)","Peter Duan",3,40
1696199709.5143473,"Random Password Generator","Dionysios Balasis",0,4
1696199709.5143473,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696199709.5143473,"Image Classification","Kevin Faust",2,43
1696199709.5143473,"URL Shortener","Dionysios Balasis",1,5
1696199709.5143473,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696199709.5143473,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696221319.9267833,"Voice Cloning","Paul Duan",2,21
1696221319.9267833,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696221319.9267833,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696221319.9267833,"URL Shortener","Dionysios Balasis",1,5
1696221319.9267833,"Watermark PDF","Paul Duan",2,14
1696221319.9267833,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696221319.9267833,"Single-sample T-Test","Kimia Mofid",0,7
1696221319.9267833,"PDF Merger","Oumaima Essamadi",0,30
1696221319.9267833,"Image Classification","Kevin Faust",2,43
1696221319.9267833,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696221319.9267833,"Voice Conversion","Paul Duan",0,14
1696221319.9267833,"PDF Splitter","Raymond Qu",1,4
1696221319.9267833,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696221319.9267833,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696221319.9267833,"Tesseract OCR","Paul Duan",3,17
1696221319.9267833,"Speech Recognition","Paul Duan",0,3
1696221319.9267833,"LaTeX2SVG","Peter Duan",3,15
1696221319.9267833,"Latex OCR","Paul Duan",0,2
1696221319.9267833,"PMC Paper Analysis V1","Bruce Liu",1,41
1696221319.9267833,"facial recognition training","Peter Duan",1,10
1696221319.9267833,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696221319.9267833,"facial recognition testing","Peter Duan",1,18
1696221319.9267833,"Paint Transformer","Peter Duan",1,68
1696221319.9267833,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696221319.9267833,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696221319.9267833,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696221319.9267833,"AI Art Generator","Rick Sugden",4,261
1696221319.9267833,"IHC Nuclear Counter","Jesse Provost",1,17
1696221319.9267833,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696221319.9267833,"Artistic QR Code","Peter Duan",1,48
1696221319.9267833,"Image to PDF Converter","Dionysios Balasis",0,21
1696221319.9267833,"PUBMED Paper Scraper","Bruce Liu",2,19
1696221319.9267833,"Random Password Generator","Dionysios Balasis",0,4
1696221319.9267833,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696221319.9267833,"Venn Gene","Bruce Liu",0,4
1696221319.9267833,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696221319.9267833,"Music Generator (melody + text)","Peter Duan",1,11
1696221319.9267833,"Histogram Equalization","Dionysios Balasis",4,141
1696221319.9267833,"SRGAN","Samir Mitha",0,15
1696221319.9267833,"Real-ESRGAN","Samir Mitha",2,26
1696221319.9267833,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696221319.9267833,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696221319.9267833,"Music Generator (text only)","Peter Duan",3,40
1696221319.9267833,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696221319.9267833,"Customized Venn2 1.0","Bruce Liu",1,8
1696221319.9267833,"PUBMED X CSE Citation","Bruce Liu",1,13
1696221319.9267833,"QR Code Generator","Dionysios Balasis",2,17
1696242950.193159,"facial recognition training","Peter Duan",1,10
1696242950.193159,"Music Generator (melody + text)","Peter Duan",1,11
1696242950.193159,"PUBMED Paper Scraper","Bruce Liu",2,19
1696242950.193159,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696242950.193159,"Paint Transformer","Peter Duan",1,68
1696242950.193159,"PDF Splitter","Raymond Qu",1,4
1696242950.193159,"Venn Gene","Bruce Liu",0,4
1696242950.193159,"PUBMED X CSE Citation","Bruce Liu",1,13
1696242950.193159,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696242950.193159,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696242950.193159,"Tesseract OCR","Paul Duan",3,17
1696242950.193159,"Latex OCR","Paul Duan",0,2
1696242950.193159,"LaTeX2SVG","Peter Duan",3,15
1696242950.193159,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696242950.193159,"Single-sample T-Test","Kimia Mofid",0,7
1696242950.193159,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696242950.193159,"URL Shortener","Dionysios Balasis",1,5
1696242950.193159,"Image to PDF Converter","Dionysios Balasis",0,21
1696242950.193159,"PMC Paper Analysis V1","Bruce Liu",1,41
1696242950.193159,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696242950.193159,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696242950.193159,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696242950.193159,"Real-ESRGAN","Samir Mitha",2,26
1696242950.193159,"Image Classification","Kevin Faust",2,43
1696242950.193159,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696242950.193159,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696242950.193159,"Voice Conversion","Paul Duan",0,14
1696242950.193159,"IHC Nuclear Counter","Jesse Provost",1,17
1696242950.193159,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696242950.193159,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696242950.193159,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696242950.193159,"Music Generator (text only)","Peter Duan",3,40
1696242950.193159,"AI Art Generator","Rick Sugden",4,261
1696242950.193159,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696242950.193159,"Random Password Generator","Dionysios Balasis",0,4
1696242950.193159,"Artistic QR Code","Peter Duan",1,49
1696242950.193159,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696242950.193159,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696242950.193159,"Voice Cloning","Paul Duan",2,21
1696242950.193159,"Histogram Equalization","Dionysios Balasis",4,141
1696242950.193159,"Speech Recognition","Paul Duan",0,3
1696242950.193159,"QR Code Generator","Dionysios Balasis",2,17
1696242950.193159,"Customized Venn2 1.0","Bruce Liu",1,8
1696242950.193159,"PDF Merger","Oumaima Essamadi",0,30
1696242950.193159,"Watermark PDF","Paul Duan",2,14
1696242950.193159,"facial recognition testing","Peter Duan",1,18
1696242950.193159,"SRGAN","Samir Mitha",0,15
1696264682.9938464,"Tesseract OCR","Paul Duan",3,17
1696264682.9938464,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696264682.9938464,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696264682.9938464,"Voice Conversion","Paul Duan",0,14
1696264682.9938464,"Latex OCR","Paul Duan",0,2
1696264682.9938464,"Single-sample T-Test","Kimia Mofid",0,7
1696264682.9938464,"Image to PDF Converter","Dionysios Balasis",0,21
1696264682.9938464,"Music Generator (text only)","Peter Duan",3,40
1696264682.9938464,"Image Classification","Kevin Faust",2,43
1696264682.9938464,"Watermark PDF","Paul Duan",2,14
1696264682.9938464,"PMC Paper Analysis V1","Bruce Liu",1,41
1696264682.9938464,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696264682.9938464,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696264682.9938464,"Histogram Equalization","Dionysios Balasis",4,141
1696264682.9938464,"PUBMED X CSE Citation","Bruce Liu",1,13
1696264682.9938464,"Speech Recognition","Paul Duan",0,3
1696264682.9938464,"PDF Splitter","Raymond Qu",1,4
1696264682.9938464,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696264682.9938464,"QR Code Generator","Dionysios Balasis",2,17
1696264682.9938464,"Voice Cloning","Paul Duan",2,21
1696264682.9938464,"Venn Gene","Bruce Liu",0,4
1696264682.9938464,"Random Password Generator","Dionysios Balasis",0,4
1696264682.9938464,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696264682.9938464,"facial recognition testing","Peter Duan",1,18
1696264682.9938464,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696264682.9938464,"Customized Venn2 1.0","Bruce Liu",1,8
1696264682.9938464,"AI Art Generator","Rick Sugden",4,261
1696264682.9938464,"PUBMED Paper Scraper","Bruce Liu",2,19
1696264682.9938464,"SRGAN","Samir Mitha",0,15
1696264682.9938464,"IHC Nuclear Counter","Jesse Provost",1,17
1696264682.9938464,"Real-ESRGAN","Samir Mitha",2,26
1696264682.9938464,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696264682.9938464,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696264682.9938464,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696264682.9938464,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696264682.9938464,"Music Generator (melody + text)","Peter Duan",1,11
1696264682.9938464,"LaTeX2SVG","Peter Duan",3,15
1696264682.9938464,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696264682.9938464,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696264682.9938464,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696264682.9938464,"PDF Merger","Oumaima Essamadi",0,30
1696264682.9938464,"Artistic QR Code","Peter Duan",1,49
1696264682.9938464,"Paint Transformer","Peter Duan",1,68
1696264682.9938464,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696264682.9938464,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696264682.9938464,"URL Shortener","Dionysios Balasis",1,5
1696264682.9938464,"facial recognition training","Peter Duan",1,10
1696286118.0046716,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696286118.0046716,"SRGAN","Samir Mitha",0,15
1696286118.0046716,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1696286118.0046716,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696286118.0046716,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696286118.0046716,"PDF Merger","Oumaima Essamadi",0,30
1696286118.0046716,"PUBMED Paper Scraper","Bruce Liu",2,19
1696286118.0046716,"Simple RNA to Protein Converter","Bruce Liu",1,5
1696286118.0046716,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696286118.0046716,"PMC Paper Analysis V1","Bruce Liu",1,41
1696286118.0046716,"QR Code Generator","Dionysios Balasis",2,17
1696286118.0046716,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696286118.0046716,"facial recognition training","Peter Duan",1,10
1696286118.0046716,"PUBMED X CSE Citation","Bruce Liu",1,13
1696286118.0046716,"Watermark PDF","Paul Duan",2,14
1696286118.0046716,"URL Shortener","Dionysios Balasis",1,5
1696286118.0046716,"Customized Venn2 1.0","Bruce Liu",1,8
1696286118.0046716,"PDF Splitter","Raymond Qu",1,4
1696286118.0046716,"Single-sample T-Test","Kimia Mofid",0,7
1696286118.0046716,"Latex OCR","Paul Duan",0,2
1696286118.0046716,"facial recognition testing","Peter Duan",1,18
1696286118.0046716,"Image Classification","Kevin Faust",2,43
1696286118.0046716,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696286118.0046716,"Voice Cloning","Paul Duan",2,21
1696286118.0046716,"Artistic QR Code","Peter Duan",1,49
1696286118.0046716,"Cartoon Painting Effect","Oumaima Essamadi",0,15
1696286118.0046716,"Real-ESRGAN","Samir Mitha",2,26
1696286118.0046716,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1696286118.0046716,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696286118.0046716,"Tesseract OCR","Paul Duan",3,17
1696286118.0046716,"Venn Gene","Bruce Liu",0,4
1696286118.0046716,"IHC Nuclear Counter","Jesse Provost",1,17
1696286118.0046716,"Speech Recognition","Paul Duan",0,3
1696286118.0046716,"LaTeX2SVG","Peter Duan",3,15
1696286118.0046716,"Image to PDF Converter","Dionysios Balasis",0,21
1696286118.0046716,"Voice Conversion","Paul Duan",0,14
1696286118.0046716,"Music Generator (text only)","Peter Duan",3,40
1696286118.0046716,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1696286118.0046716,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696286118.0046716,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1696286118.0046716,"Paint Transformer","Peter Duan",1,68
1696286118.0046716,"AI Art Generator","Rick Sugden",4,261
1696286118.0046716,"Music Generator (melody + text)","Peter Duan",1,11
1696286118.0046716,"Histogram Equalization","Dionysios Balasis",4,141
1696286118.0046716,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1696286118.0046716,"Random Password Generator","Dionysios Balasis",0,4
1696286118.0046716,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",1,19
1696307722.006141,"Latex OCR","Paul Duan",0,2
1696307722.006141,"Venn Gene","Bruce Liu",0,4
1696307722.006141,"PDF Merger","Oumaima Essamadi",0,30
1696307722.006141,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1696307722.006141,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1696307722.006141,"QR Code Generator","Dionysios Balasis",2,17
1696307722.006141,"Random Password Generator","Dionysios Balasis",0,4
1696307722.006141,"Voice Cloning","Paul Duan",2,21
1696307722.006141,"Histogram Equalization","Dionysios Balasis",4,141
1696307722.006141,"AI Art Generator","Rick Sugden",4,261
1696307722.006141,"Tesseract OCR","Paul Duan",3,17
1696307722.006141,"URL Shortener","Dionysios Balasis",1,5
1696307722.006141,"PUBMED X CSE Citation","Bruce Liu",1,13
1696307722.006141,"Speech Recognition","Paul Duan",0,3
1696307722.006141,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,212
1696307722.006141,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1696307722.006141,"LaTeX2SVG","Peter Duan",3,15
1696307722.006141,"PUBMED Paper Scraper","Bruce Liu",2,19
1696307722.006141,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,93
1696307722.006141,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1696307722.006141,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1696307722.006141,"Single Shot Image De-noising","Dionysios Balasis",2,27
1696307722.006141,"Paint Transformer","Peter Duan",1,68
1696307722.006141,"facial recognition training","Peter Duan",1,10
1696307722.006141,"Watermark PDF","Paul Duan",2,14
1696307722.006141,"SRGAN","Samir Mitha",0,15
1696307722.006141,"Customized Venn2 1.0","Bruce Liu",1,8
1696307722.006141,"PMC Paper Analysis V1","Bruce Liu",1,41
1696307722.006141,"IHC Nuclear Counter","Jesse Provost",1,17
1696307722.006141,"Voice Conversion","Paul Duan",0,14
