Timestamp,Name,Author,Ups,Runs
1687873171.566574,"AI Art Generator","Rick Sugden",4,257
1687873171.566574,"QR Code Generator","Dionysios Balasis",2,17
1687873171.566574,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687873171.566574,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687873171.566574,"Customized Venn2 1.0","Bruce Liu",1,8
1687873171.566574,"LaTeX2SVG","Peter Duan",3,14
1687873171.566574,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687873171.566574,"Single-sample T-Test","Kimia Mofid",0,1
1687873171.566574,"Real-ESRGAN","Samir Mitha",1,24
1687873171.566574,"Watermark PDF","Paul Duan",2,14
1687873171.566574,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687873171.566574,"Histogram Equalization","Dionysios Balasis",4,141
1687873171.566574,"facial recognition training","Peter Duan",1,10
1687873171.566574,"PMC Paper Analysis V1","Bruce Liu",1,41
1687873171.566574,"PDF Splitter","Raymond Qu",1,4
1687873171.566574,"facial recognition testing","Peter Duan",1,18
1687873171.566574,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687873171.566574,"Random Password Generator","Dionysios Balasis",0,4
1687873171.566574,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687873171.566574,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687873171.566574,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687873171.566574,"Image to PDF Converter","Dionysios Balasis",0,21
1687876740.7945168,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687876740.7945168,"Voice Cloning","Paul Duan",2,21
1687876740.7945168,"facial recognition testing","Peter Duan",1,18
1687876740.7945168,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687876740.7945168,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687876740.7945168,"Image Sharpening using 2D Convolution","Dionysios Balasis",4,67
1687876740.7945168,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687876740.7945168,"Watermark PDF","Paul Duan",2,14
1687876740.7945168,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687876740.7945168,"facial recognition training","Peter Duan",1,10
1687876740.7945168,"LaTeX2SVG","Peter Duan",3,14
1687876740.7945168,"Real-ESRGAN","Samir Mitha",1,24
1687876740.7945168,"QR Code Generator","Dionysios Balasis",2,17
1687876740.7945168,"Tesseract OCR","Paul Duan",3,14
1687876740.7945168,"PMC Paper Analysis V1","Bruce Liu",1,41
1687876740.7945168,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687876740.7945168,"Venn Gene","Bruce Liu",0,3
1687876740.7945168,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687876740.7945168,"Histogram Equalization","Dionysios Balasis",4,141
1687876740.7945168,"Voice Conversion","Paul Duan",0,14
1687876740.7945168,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687876740.7945168,"PDF Merger","Oumaima Essamadi",0,24
1687876740.7945168,"Customized Venn2 1.0","Bruce Liu",1,8
1687876740.7945168,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687876740.7945168,"PUBMED Paper Scraper","Bruce Liu",1,14
1687876740.7945168,"Random Password Generator","Dionysios Balasis",0,4
1687876740.7945168,"Image Classification","Kevin Faust",2,43
1687876740.7945168,"Image to PDF Converter","Dionysios Balasis",0,21
1687876740.7945168,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687876740.7945168,"PUBMED X CSE Citation","Bruce Liu",1,13
1687876740.7945168,"AI Art Generator","Rick Sugden",4,257
1687876740.7945168,"PDF Splitter","Raymond Qu",1,4
1687876740.7945168,"Paint Transformer","Peter Duan",1,59
1687876740.7945168,"Single-sample T-Test","Kimia Mofid",0,1
1687880304.3230417,"facial recognition testing","Peter Duan",1,18
1687880304.3230417,"PUBMED Paper Scraper","Bruce Liu",1,14
1687880304.3230417,"PMC Paper Analysis V1","Bruce Liu",1,41
1687880304.3230417,"LaTeX2SVG","Peter Duan",3,14
1687880304.3230417,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687880304.3230417,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687880304.3230417,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687880304.3230417,"Venn Gene","Bruce Liu",0,3
1687880304.3230417,"Customized Venn2 1.0","Bruce Liu",1,8
1687880304.3230417,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687880304.3230417,"Image Classification","Kevin Faust",2,43
1687880304.3230417,"Real-ESRGAN","Samir Mitha",1,24
1687880304.3230417,"QR Code Generator","Dionysios Balasis",2,17
1687880304.3230417,"Tesseract OCR","Paul Duan",3,14
1687880304.3230417,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687880304.3230417,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687880304.3230417,"PUBMED X CSE Citation","Bruce Liu",1,13
1687880304.3230417,"Image Sharpening using 2D Convolution","Dionysios Balasis",4,67
1687880304.3230417,"PDF Splitter","Raymond Qu",1,4
1687880304.3230417,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687880304.3230417,"Watermark PDF","Paul Duan",2,14
1687880304.3230417,"Random Password Generator","Dionysios Balasis",0,4
1687880304.3230417,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687880304.3230417,"Image to PDF Converter","Dionysios Balasis",0,21
1687880304.3230417,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687880304.3230417,"AI Art Generator","Rick Sugden",4,257
1687880304.3230417,"PDF Merger","Oumaima Essamadi",0,24
1687880304.3230417,"Voice Conversion","Paul Duan",0,14
1687880304.3230417,"Histogram Equalization","Dionysios Balasis",4,141
1687880304.3230417,"Voice Cloning","Paul Duan",2,21
1687880304.3230417,"facial recognition training","Peter Duan",1,10
1687880304.3230417,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687880304.3230417,"Paint Transformer","Peter Duan",1,59
1687880304.3230417,"Single-sample T-Test","Kimia Mofid",0,1
1687884267.957957,"Image to PDF Converter","Dionysios Balasis",0,21
1687884267.957957,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687884267.957957,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687884267.957957,"Paint Transformer","Peter Duan",1,59
1687884267.957957,"LaTeX2SVG","Peter Duan",3,14
1687884267.957957,"PUBMED Paper Scraper","Bruce Liu",1,14
1687884267.957957,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687884267.957957,"facial recognition training","Peter Duan",1,10
1687884267.957957,"Tesseract OCR","Paul Duan",3,14
1687884267.957957,"Watermark PDF","Paul Duan",2,14
1687884267.957957,"PDF Merger","Oumaima Essamadi",0,24
1687884267.957957,"Image Classification","Kevin Faust",2,43
1687884267.957957,"PUBMED X CSE Citation","Bruce Liu",1,13
1687884267.957957,"QR Code Generator","Dionysios Balasis",2,17
1687884267.957957,"Customized Venn2 1.0","Bruce Liu",1,8
1687884267.957957,"Random Password Generator","Dionysios Balasis",0,4
1687884267.957957,"Histogram Equalization","Dionysios Balasis",4,141
1687884267.957957,"Voice Conversion","Paul Duan",0,14
1687884267.957957,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687884267.957957,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687884267.957957,"PDF Splitter","Raymond Qu",1,4
1687884267.957957,"facial recognition testing","Peter Duan",1,18
1687884267.957957,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687884267.957957,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687884267.957957,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687884267.957957,"Single-sample T-Test","Kimia Mofid",0,1
1687884267.957957,"Voice Cloning","Paul Duan",2,21
1687884267.957957,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687884267.957957,"AI Art Generator","Rick Sugden",4,257
1687884267.957957,"Image Sharpening using 2D Convolution","Dionysios Balasis",4,67
1687884267.957957,"Venn Gene","Bruce Liu",0,3
1687884267.957957,"Real-ESRGAN","Samir Mitha",1,24
1687884267.957957,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687884267.957957,"PMC Paper Analysis V1","Bruce Liu",1,41
1687887444.0392005,"Histogram Equalization","Dionysios Balasis",4,141
1687887444.0392005,"Image to PDF Converter","Dionysios Balasis",0,21
1687887444.0392005,"PMC Paper Analysis V1","Bruce Liu",1,41
1687887444.0392005,"Tesseract OCR","Paul Duan",3,14
1687887444.0392005,"Image Classification","Kevin Faust",2,43
1687887444.0392005,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687887444.0392005,"AI Art Generator","Rick Sugden",4,257
1687887444.0392005,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687887444.0392005,"Customized Venn2 1.0","Bruce Liu",1,8
1687887444.0392005,"Single-sample T-Test","Kimia Mofid",0,1
1687887444.0392005,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687887444.0392005,"PDF Splitter","Raymond Qu",1,4
1687887444.0392005,"Venn Gene","Bruce Liu",0,3
1687887444.0392005,"facial recognition testing","Peter Duan",1,18
1687887444.0392005,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687887444.0392005,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687887444.0392005,"QR Code Generator","Dionysios Balasis",2,17
1687887444.0392005,"Paint Transformer","Peter Duan",1,59
1687887444.0392005,"LaTeX2SVG","Peter Duan",3,14
1687887444.0392005,"PUBMED Paper Scraper","Bruce Liu",1,14
1687887444.0392005,"Voice Cloning","Paul Duan",2,21
1687887444.0392005,"Image Sharpening using 2D Convolution","Dionysios Balasis",4,67
1687887444.0392005,"Real-ESRGAN","Samir Mitha",1,24
1687887444.0392005,"PUBMED X CSE Citation","Bruce Liu",1,13
1687887444.0392005,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687887444.0392005,"Random Password Generator","Dionysios Balasis",0,4
1687887444.0392005,"facial recognition training","Peter Duan",1,10
1687887444.0392005,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687887444.0392005,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687887444.0392005,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687887444.0392005,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687887444.0392005,"PDF Merger","Oumaima Essamadi",0,24
1687887444.0392005,"Voice Conversion","Paul Duan",0,14
1687887444.0392005,"Watermark PDF","Paul Duan",2,14
1687891264.6385953,"Venn Gene","Bruce Liu",0,3
1687891264.6385953,"AI Art Generator","Rick Sugden",4,257
1687891264.6385953,"PUBMED Paper Scraper","Bruce Liu",1,14
1687891264.6385953,"Paint Transformer","Peter Duan",1,59
1687891264.6385953,"Watermark PDF","Paul Duan",2,14
1687891264.6385953,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687891264.6385953,"Real-ESRGAN","Samir Mitha",1,24
1687891264.6385953,"Customized Venn2 1.0","Bruce Liu",1,8
1687891264.6385953,"PDF Splitter","Raymond Qu",1,4
1687891264.6385953,"Histogram Equalization","Dionysios Balasis",4,141
1687891264.6385953,"Voice Cloning","Paul Duan",2,21
1687891264.6385953,"PMC Paper Analysis V1","Bruce Liu",1,41
1687891264.6385953,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687891264.6385953,"QR Code Generator","Dionysios Balasis",2,17
1687891264.6385953,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687891264.6385953,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687891264.6385953,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687891264.6385953,"facial recognition testing","Peter Duan",1,18
1687891264.6385953,"Image Classification","Kevin Faust",2,43
1687891264.6385953,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687891264.6385953,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687891264.6385953,"PDF Merger","Oumaima Essamadi",0,24
1687891264.6385953,"Image Sharpening using 2D Convolution","Dionysios Balasis",4,67
1687891264.6385953,"Tesseract OCR","Paul Duan",3,14
1687891264.6385953,"Image to PDF Converter","Dionysios Balasis",0,21
1687891264.6385953,"LaTeX2SVG","Peter Duan",3,14
1687891264.6385953,"Voice Conversion","Paul Duan",0,14
1687891264.6385953,"facial recognition training","Peter Duan",1,10
1687891264.6385953,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687891264.6385953,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687891264.6385953,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687891264.6385953,"Single-sample T-Test","Kimia Mofid",0,1
1687891264.6385953,"PUBMED X CSE Citation","Bruce Liu",1,13
1687891264.6385953,"Random Password Generator","Dionysios Balasis",0,4
1687894643.5147831,"PMC Paper Analysis V1","Bruce Liu",1,41
1687894643.5147831,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687894643.5147831,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687894643.5147831,"Histogram Equalization","Dionysios Balasis",4,141
1687894643.5147831,"PUBMED Paper Scraper","Bruce Liu",1,14
1687894643.5147831,"Voice Cloning","Paul Duan",2,21
1687894643.5147831,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687894643.5147831,"PUBMED X CSE Citation","Bruce Liu",1,13
1687894643.5147831,"Watermark PDF","Paul Duan",2,14
1687894643.5147831,"AI Art Generator","Rick Sugden",4,257
1687894643.5147831,"facial recognition testing","Peter Duan",1,18
1687894643.5147831,"facial recognition training","Peter Duan",1,10
1687894643.5147831,"Image Classification","Kevin Faust",2,43
1687894643.5147831,"Real-ESRGAN","Samir Mitha",1,24
1687894643.5147831,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687894643.5147831,"PDF Merger","Oumaima Essamadi",0,24
1687894643.5147831,"Image to PDF Converter","Dionysios Balasis",0,21
1687894643.5147831,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687894643.5147831,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687894643.5147831,"Image Sharpening using 2D Convolution","Dionysios Balasis",4,67
1687894643.5147831,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687894643.5147831,"Voice Conversion","Paul Duan",0,14
1687894643.5147831,"PDF Splitter","Raymond Qu",1,4
1687894643.5147831,"Customized Venn2 1.0","Bruce Liu",1,8
1687894643.5147831,"Venn Gene","Bruce Liu",0,3
1687894643.5147831,"Random Password Generator","Dionysios Balasis",0,4
1687894643.5147831,"Tesseract OCR","Paul Duan",3,14
1687894643.5147831,"QR Code Generator","Dionysios Balasis",2,17
1687894643.5147831,"Paint Transformer","Peter Duan",1,59
1687894643.5147831,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687894643.5147831,"ChatGPT raw text model (API driven)","Bruce Liu",0,17
1687894643.5147831,"LaTeX2SVG","Peter Duan",3,14
1687894643.5147831,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,189
1687894643.5147831,"Single-sample T-Test","Kimia Mofid",0,1
1687898261.9224346,"facial recognition training","Peter Duan",1,10
1687898261.9224346,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1687898261.9224346,"Tesseract OCR","Paul Duan",3,14
1687898261.9224346,"Single Shot Image De-noising","Dionysios Balasis",2,27
1687898261.9224346,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,38
1687898261.9224346,"Histogram Equalization","Dionysios Balasis",4,141
1687898261.9224346,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,18
1687898261.9224346,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1687898261.9224346,"facial recognition testing","Peter Duan",1,18
1687898261.9224346,"Paint Transformer","Peter Duan",1,59
1687898261.9224346,"Watermark PDF","Paul Duan",2,14
1687898261.9224346,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1687898261.9224346,"PDF Merger","Oumaima Essamadi",0,24
1687898261.9224346,"Voice Conversion","Paul Duan",0,14
1687898261.9224346,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1687898261.9224346,"PUBMED X CSE Citation","Bruce Liu",1,13
1687898261.9224346,"Image Classification","Kevin Faust",2,43
1687898261.9224346,"Voice Cloning","Paul Duan",2,21
1687898261.9224346,"Single-sample T-Test","Kimia Mofid",0,1
1687898261.9224346,"Real-ESRGAN","Samir Mitha",1,24
1687898261.9224346,"Simple RNA to Protein Converter","Bruce Liu",1,5
1687898261.9224346,"PMC Paper Analysis V1","Bruce Liu",1,41
